Question,Expected_answer,Generated_answer,Generated_before_support,eval_exact_match,eval_token_f1,eval_rouge1_f,eval_rouge2_f,eval_rougeL_f,eval_bleu,eval_meteor
What are the taxonomic characteristics of Mysta siphodonta,"Mysta siphodonta Delle Chiaje, 1830 is an elongate, dorsoventrally flattened worm up to ~200 mm long with about 350 segments. Its dorsum is uniformly mauve-brown, and the ventrum is pale. The prostomium is depressed and truncate-conical, with equal, slender antennae and distinct eyes. It has 15–20 setae per parapodium, with fairly long blades; setae shafts are asymmetrical, featuring one large blunt tooth and 3-5 smaller teeth. Dorsal cirri are ovate, 1.5–2× as long as broad, on long cirrophores; ventral cirri are bluntly pointed. The parapodia have blunt, shallowly notched setigerous lobes. Tentacular cirri are subequal and about as long as the tentacular segment's width. The segment after the tentacular one lacks dorsal cirrus but has a setigerous lobe with several setae and a ventral cirrus. The proboscis features a wide dorsal band of minute, flattened, denticulate papillae, paired ventrolateral large triangular papillae, and a narrow ventral streak; globular papillae are absent in South African specimens. Its distribution includes the Mediterranean Sea, Atlantic coast of Africa from Morocco to Senegal, and South Africa from False Bay to Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Phyllodoce quadraticeps,"Phyllodoce quadraticeps Grube, 1878 is characterized by a slender, elongated body over 100 mm long, with a yellowish hue and a distinct dark transverse band on each segment. The prostomium is oval to subquadrate, featuring a posterior notch with an occipital papilla, and has oval antennae. An organ resembling a papilliform, possibly nuchal, is located in front of the first tentacular cirrus. The setae comprise five to six short bristles per parapodium, with swollen, striated shaft-heads and short, dagger-shaped blades. Dorsal cirri are reddish, oval, and broader than long, while ventral cirri are oval. The parapodia include elongate, faintly bilobed setigerous lobes. The tentacular cirri are unusual, with D2 being cylindrical and tapered, and the others having long cirrophores with short, swollen cirrostyles. The proboscis is very long and irregularly papillated. The first tentacular segment is not visible dorsally; the second and third are distinct and separate, both without setae (chaetal formula: 1 + 0 + 0). The species is found in tropical Indo-west Pacific regions, including Mozambique Island.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Phyllodoce fristedti,"Phyllodoce fristedti Bergström, 1914: A very long, slender body (~100 mm by ~2 mm), uniformly bluish green. The prostomium is cordate with large posterolateral lobes and a small occipital papilla. Setae are numerous with oval, distally striated shaft-heads and tapering blades. Dorsal cirri are hastate in front, rhomboidal posteriorly; ventral cirri are oval and longer than lobes. Parapodia have blunt setigerous lobes. All tentacular cirri are long and cylindrical. The proboscis has small papillae proximally and six ridges distally. First tentacular segment is not visible dorsally; second and third are distinct without setae (1+0+0). Found in the Western Indian Ocean, Madagascar, Mombasa, and Sri Lanka.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Phyllodoce malmgreni,"Phyllodoce malmgreni Gravier, 1900 is characterized by a slender body approximately 70 mm long, with a green coloration often featuring a dark median dorsal stripe. The prostomium is cordate, lacking occipital papilla. It has numerous oval, striated shaft-head setae with strongly tapered blades. The dorsal cirri are broadly rhomboidal or asymmetrically truncate, while the ventral cirri are pointed and longer than the setigerous lobes. Parapodia have bluntly rounded setigerous lobes, and the tentacular cirri are very long and cylindrical. The proboscis has an irregularly papillae-covered proximal region and six rugose longitudinal ridges distally. The first tentacular segment is not visible dorsally; the second and third segments are distinct and separate, with the third bearing a small setigerous lobe with setae (chaetal formula: 1 + 0 + S). Its distribution includes the Red Sea and Indian Ocean, recorded from Mozambique, with the type locality in the Red Sea.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Phyllodoce tubicola,"Phyllodoce tubicola Day, 1963 is characterized by a very slender body, approximately 30 mm long, sometimes enclosed in a delicate, transparent, closely annulated tube. The prostomium is longer than wide, featuring marked posterolateral lobes and a small notch at the posterior margin containing a tiny occipital papilla. Its setae have oval, distinctly striated shaft-heads, with long, tapering blades. Dorsal cirri in anterior segments are bluntly cordate, becoming longer and almost hastate in posterior segments; ventral cirri are tapered, pointed, and significantly longer than the setigerous lobes. The parapodia possess setigerous lobes with bluntly rounded tips. All cirri are extremely long and cylindrical, with the dorsal tentacular cirrus of segment 2 (D2) being the longest, reaching back to setiger 8. The species can be free-living or facultatively tubicolous, with a delicate, transparent tube. Its proboscis features an proximal region covered with irregular papillae and a distal half with rugose longitudinal ridges. The first tentacular segment is not visible dorsally, while the second and third are distinct and separate; the third tentacular segment bears a few setae (chaetal formula: 1 + 0 + S). Geographically, it is found in South Africa, specifically the Agulhas Bank and Cape region.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Phyllodoce schmardai,"Phyllodoce schmardai Day, 1963 is characterized by a moderately broad body, green in color, measuring up to approximately 30 mm in length. The prostomium is cordate with large, conspicuous eyes and a small occipital papilla. The setae feature oval shaft-heads with distal striations, and the blades are relatively short. Dorsal cirri are cordate, as broad as they are long anteriorly, becoming longer and nearly hastate posteriorly. Ventral cirri are broad at the base and pointed at the tip, but do not surpass the length of the setigerous lobes. The parapodia have bluntly rounded setigerous lobes. The tentacular cirri are cylindrical and fairly long. The proboscis has a proximal half that is lightly papillose, with the distal half bearing six rugose longitudinal ridges. The first tentacular segment is not visible dorsally; the second and third are distinct and separate, with setae present on segments 2 and 3 (chaetal formula: 1 + S + S). The species is found in South Africa, specifically the Cape region around False Bay, although its distribution remains uncertain due to confused synonymy.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Tomopteris nationalis,"Tomopteris nationalis Apstein, 1900 is characterized by an elongated, pelagic body measuring up to approximately 20 mm in length. It has 17 segments and a long posterior tail with 3–4 rudimentary parapodia. The prostomium is shallowly notched between the antennae. The parapodia are biramous, with pinnules limited to the parapodial rami. The antennae are moderately long; the first cirrus is nearly as long as the antennae, while the second cirrus is notably long, matching the total length of the body plus tail. This species is a holopelagic planktonic organism. Its glands include large, swollen chromophil glands starting from the 2nd or 3rd parapodium, spur glands, and rosette glands located in the trunks of the first two parapodia and at the tips of both rami in subsequent parapodia. Pinnules are present only on the rami, not on the trunks. The gonads are found in both rami from the 2nd parapodium (possibly from the 1st). Geographically, it inhabits the Mediterranean Sea and has been recorded in warm currents off southern Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Tomopteris apsteini,"Tomopteris apsteini Rosa, 1908 is characterized by a pelagic, elongated body approximately 20 mm in length, featuring 18-24 pairs of parapodia and a tapering tail formed by four additional segments. The prostomium is notched between the antennae. The parapodia are biramous with pinnules limited to the parapodial rami. The antennae are moderate in size, with the first cirrus small and the second elongate, measuring about three-quarters the length of the trunk. This species is a holopelagic planktonic organism.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Tomopteris helgolandica,"Tomopteris helgolandica Greeff, 1879 is characterized by a pelagic, elongate body approximately 12 mm long, with a narrow trunk, a distinct neck, and 14–16 pairs of parapodia followed by a long tail bearing three to four rudimentary parapodia. The prostomium features a notched shape between the antennae. The parapodia are biramous, with pinnules limited to the parapodial rami. The antennae are moderate; the first cirrus is present in juveniles but absent in adults, while the second cirrus is elongated, about two-thirds of the body length. This species is a holopelagic planktonic organism. Chromophil glands, small and faint, are present from the first parapodium, located in the middle of the lower half of the pinnule. Well-developed rosette glands appear from the first parapodium, situated on the inner side of the pinnules near the apex of each ramus. Spur glands are not reported. Pinnules are present only on the rami and are relatively narrow. Gonads are present in both rami starting from the first parapodium. The species is found in the North Atlantic.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Tomopteris dunckeri,"Tomopteris dunckeri Rosa, 1908 has a pelagic, elongated body, reaching up to approximately 15 mm in length. It features 16–17 pairs of parapodia, followed by a tail with an additional 9–10 parapodia; the tail seamlessly blends with the trunk. The prostomium is notched between the antennae, which are large and often have a frilled margin, with very large nuchal epaulettes. Its parapodia are biramous, with pinnules limited to the parapodial rami. The first cirrus is retained until the late juvenile stage, with remnants still visible in adults, while the second cirrus slightly exceeds the overall body length. This species is a holopelagic, planktonic organism. Its glands include large chromophil glands starting from the third parapodium, spur glands present from the second or third parapodium, and rosette glands located in the trunks of the first two parapodia and at the tips of both rami in later stages. Pinnules are confined to the rami, and those of middle parapodia appear reticulate when fresh. Gonads are present in the dorsal rami from the first or second parapodium. Geographically, it is distributed in the Indian Ocean, with confirmed sightings from Ceylon.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
